CountryOrTerritory,ReportingYear,UpdateTime,StationLocalId,SamplingPointLocalId,SamplingPoint_Latitude,SamplingPoint_Longitude,Pollutant,AggregationType,Namespace,Unit,BeginPosition,EndPosition,Validity,Verification,DataCoverage,DataCapture,TimeCoverage,AQValue
Bulgaria,2012,2019-02-08T09:55:44.06Z,STA-BG0038A,SPO-BG0038A_00007_100,43.268205999999992,26.938438999999999,Ozone (air),3 subsequent calendar years mean,BG.BG-ExEA.AQ,count,2012-01-01,2015-01-01,Not valid,Verified,60.67518248,99.25373134,61.13138686,3.33333333
Bulgaria,2013,2019-02-08T08:11:38.84Z,STA-BG0074A,SPO-BG0074A_00010_100,43.202935999999994,27.904427999999999,Carbon monoxide (air),1 year hour max,BG.BG-ExEA.AQ,mg.m-3,2013-01-01,2014-01-01,Valid,Verified,199.18949772,100,199.18949772,5.67
Bulgaria,2013,2019-02-08T08:11:38.84Z,STA-BG0074A,SPO-BG0074A_00038_100,43.202935999999994,27.904427999999999,Nitrogen monoxide (air),1 year hour max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,197.67123288,100,197.67123288,303.28
Bulgaria,2013,2019-02-08T08:11:38.84Z,STA-BG0019A,SPO-BG0019A_00008_501,43.411799999999999,24.615006000000005,Nitrogen dioxide (air),1 year hour max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,173.78995434,100,173.78995434,156.83
Bulgaria,2013,2019-02-08T08:11:38.84Z,STA-BG0054A,SPO-BG0054A_00001_100,42.690353000000002,23.336050000000004,Sulphur dioxide (air),1 year hour max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,199.69178082,100,199.69178082,55.02
Bulgaria,2013,2019-02-08T08:11:38.84Z,STA-BG0019A,SPO-BG0019A_00010_100,43.411799999999999,24.615006000000005,Carbon monoxide (air),1 year hour max,BG.BG-ExEA.AQ,mg.m-3,2013-01-01,2014-01-01,Valid,Verified,149.10958904,100,149.10958904,9.67
Bulgaria,2013,2019-02-08T08:11:38.84Z,STA-BG0049A,SPO-BG0049A_00038_500,42.609949999999998,23.036928,Nitrogen monoxide (air),1 year hour max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,194.48630137,100,194.48630137,881.41
Bulgaria,2013,2019-02-08T08:11:38.84Z,STA-BG0069A,SPO-BG0069A_00001_100,42.674005999999999,26.338325000000001,Sulphur dioxide (air),1 year hour max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,195.47945205,100,195.47945205,703.41
Bulgaria,2013,2019-02-08T08:11:38.84Z,STA-BG0049A,SPO-BG0049A_00008_500,42.609949999999998,23.036928,Nitrogen dioxide (air),1 year hour max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,194.32648402,100,194.32648402,149.34
Bulgaria,2013,2019-02-08T08:11:38.84Z,STA-BG0071A,SPO-BG0071A_00007_100,42.659757999999989,27.720956000000001,Ozone (air),1 year hour max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,190.2283105,100,190.2283105,139.86
Bulgaria,2013,2019-02-08T08:11:38.84Z,STA-BG0071A,SPO-BG0071A_00008_100,42.659757999999989,27.720956000000001,Nitrogen dioxide (air),1 year hour max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,186.27853881,100,186.27853881,94.54
Bulgaria,2013,2019-02-08T08:11:38.84Z,STA-BG0072A,SPO-BG0072A_00008_100,42.152642,24.750764,Nitrogen dioxide (air),1 year hour max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,197.32876712,100,197.32876712,336.26
Bulgaria,2013,2019-02-08T08:11:38.84Z,STA-BG0071A,SPO-BG0071A_00038_100,42.659757999999989,27.720956000000001,Nitrogen monoxide (air),1 year hour max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,186.15296804,100,186.15296804,75.31
Bulgaria,2013,2019-02-08T08:11:38.84Z,STA-BG0075A,SPO-BG0075A_00008_100,43.224389000000002,27.915732999999999,Nitrogen dioxide (air),1 year hour max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,196.18721461,100,196.18721461,53.16
Bulgaria,2013,2019-02-08T08:11:38.84Z,STA-BG0075A,SPO-BG0075A_00038_100,43.224389000000002,27.915732999999999,Nitrogen monoxide (air),1 year hour max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,196.18721461,100,196.18721461,533.82
Bulgaria,2013,2019-02-08T08:11:38.84Z,STA-BG0056A,SPO-BG0056A_00038_100,42.456622000000003,27.420967000000005,Nitrogen monoxide (air),1 year hour max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,198.85844749,100,198.85844749,100.61
Bulgaria,2013,2019-02-08T08:11:38.84Z,STA-BG0041A,SPO-BG0041A_00038_500,42.05638299999999,25.593450000000001,Nitrogen monoxide (air),1 year hour max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,191.63242009,100,191.63242009,417.04
Bulgaria,2013,2019-02-08T08:11:38.84Z,STA-BG0044A,SPO-BG0044A_00001_500,42.518891999999994,27.375143999999999,Sulphur dioxide (air),1 year hour max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,187.76255708,100,187.76255708,327.96
Bulgaria,2013,2019-02-08T08:11:38.84Z,STA-BG0041A,SPO-BG0041A_00010_500,42.05638299999999,25.593450000000001,Carbon monoxide (air),1 year hour max,BG.BG-ExEA.AQ,mg.m-3,2013-01-01,2014-01-01,Valid,Verified,188.59589041,100,188.59589041,9.09
Bulgaria,2013,2019-02-08T08:11:38.84Z,STA-BG0050A,SPO-BG0050A_00008_500,42.680557999999991,23.296786000000001,Nitrogen dioxide (air),1 year hour max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,198.69863014,100,198.69863014,149.3
Bulgaria,2013,2019-02-08T08:11:38.84Z,STA-BG0070A,SPO-BG0070A_00010_100,42.637191999999992,23.243864000000002,Carbon monoxide (air),1 year hour max,BG.BG-ExEA.AQ,mg.m-3,2013-01-01,2014-01-01,Valid,Verified,193.51598174,100,193.51598174,1.05
Bulgaria,2013,2019-02-08T08:11:38.84Z,STA-BG0040A,SPO-BG0040A_00001_500,42.732291999999987,23.310972,Sulphur dioxide (air),1 year hour max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,199.15525114,100,199.15525114,81.67
Bulgaria,2013,2019-02-08T08:11:38.84Z,STA-BG0045A,SPO-BG0045A_00008_100,43.851366999999996,25.964086000000002,Nitrogen dioxide (air),1 year hour max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,197.956621,100,197.956621,129.19
Bulgaria,2013,2019-02-08T08:11:38.84Z,STA-BG0073A,SPO-BG0073A_00038_100,42.669796999999996,23.268402999999999,Nitrogen monoxide (air),1 year hour max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,197.4543379,100,197.4543379,522.17
Bulgaria,2013,2019-02-08T08:11:38.84Z,STA-BG0056A,SPO-BG0056A_00001_100,42.456622000000003,27.420967000000005,Sulphur dioxide (air),1 year hour max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,194.45205479,100,194.45205479,262.78
Bulgaria,2013,2019-02-08T08:11:57.45Z,STA-BG0053R,SPO-BG0053R_05018_100,41.694341999999999,24.738078000000002,Arsenic in PM10 (aerosol),1 year day max,BG.BG-ExEA.AQ,ng.m-3,2013-01-01,2014-01-01,Valid,Verified,97.26027397,100,97.26027397,3.5
Bulgaria,2013,2019-02-08T08:11:57.45Z,STA-BG0045A,SPO-BG0045A_06001_100,43.851366999999996,25.964086000000002,Particulate matter < 2.5 µm (aerosol),1 year day max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Not valid,Verified,65.47945205,100,65.47945205,156.32
Bulgaria,2013,2019-02-08T08:11:57.45Z,STA-BG0073A,SPO-BG0073A_00005_100,42.669796999999996,23.268402999999999,Particulate matter < 10 µm (aerosol),1 year day max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,93.97260274,100,93.97260274,361.69
Bulgaria,2013,2019-02-08T08:11:57.45Z,STA-BG0041A,SPO-BG0041A_00035_500,42.05638299999999,25.593450000000001,Ammonia (air),1 year day max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,96.98630137,100,96.98630137,9.06
Bulgaria,2013,2019-02-08T08:11:57.45Z,STA-BG0019A,SPO-BG0019A_00005_100,43.411799999999999,24.615006000000005,Particulate matter < 10 µm (aerosol),1 year day max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,79.45205479,100,79.45205479,201.46
Bulgaria,2013,2019-04-02T16:15:16.203333Z,STA-BG0074A,SPO-BG0074A_05029_100,43.202935999999994,27.904427999999999,Benzo(a)pyrene in PM10 (aerosol),1 year day max,BG.BG-ExEA.AQ,ng.m-3,2013-01-01,2014-01-01,Not valid,Verified,33.42465753,100,33.42465753,6.1
Bulgaria,2013,2019-02-08T08:11:57.45Z,STA-BG0020A,SPO-BG0020A_06001_100,43.07419999999999,25.604883000000001,Particulate matter < 2.5 µm (aerosol),1 year day max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,93.69863014,100,93.69863014,137.3
Bulgaria,2013,2019-02-08T08:11:57.45Z,STA-BG0046A,SPO-BG0046A_05012_100,42.578274999999984,23.113975,Lead in PM10 (aerosol),1 year day max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,92.05479452,100,92.05479452,0.3
Bulgaria,2013,2019-02-08T08:11:57.45Z,STA-BG0071A,SPO-BG0071A_00020_100,42.659757999999989,27.720956000000001,Benzene (air),1 year day max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,75.89041096,100,75.89041096,1.02
Bulgaria,2013,2019-02-08T08:11:57.45Z,STA-BG0053R,SPO-BG0053R_00005_100,41.694341999999999,24.738078000000002,Particulate matter < 10 µm (aerosol),1 year day max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,83.56164384,100,83.56164384,29.81
Bulgaria,2013,2019-02-08T08:11:57.45Z,STA-BG0046A,SPO-BG0046A_00005_100,42.578274999999984,23.113975,Particulate matter < 10 µm (aerosol),1 year day max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,98.63013699,100,98.63013699,218.8
Bulgaria,2013,2019-02-08T08:11:57.45Z,STA-BG0025A,SPO-BG0025A_05014_100,42.708207999999992,24.177277999999998,Cadmium in PM10 (aerosol),1 year day max,BG.BG-ExEA.AQ,ng.m-3,2013-01-01,2014-01-01,Not valid,Verified,49.31506849,100,49.31506849,61
Bulgaria,2013,2019-02-08T08:11:57.45Z,STA-BG0025A,SPO-BG0025A_05012_100,42.708207999999992,24.177277999999998,Lead in PM10 (aerosol),1 year day max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,91.23287671,100,91.23287671,0.64
Bulgaria,2013,2019-02-08T08:11:57.45Z,STA-BG0034A,SPO-BG0034A_05012_100,42.023152999999994,24.840108000000001,Lead in PM10 (aerosol),1 year day max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,93.97260274,100,93.97260274,5.6
Bulgaria,2013,2019-02-08T08:11:57.45Z,STA-BG0071A,SPO-BG0071A_05012_100,42.659757999999989,27.720956000000001,Lead in PM10 (aerosol),1 year day max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Not valid,Verified,55.89041096,100,55.89041096,0
Bulgaria,2013,2019-02-08T08:11:57.45Z,STA-BG0034A,SPO-BG0034A_00005_100,42.023152999999994,24.840108000000001,Particulate matter < 10 µm (aerosol),1 year day max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,98.90410959,100,98.90410959,282
Bulgaria,2013,2019-02-08T08:11:57.45Z,STA-BG0044A,SPO-BG0044A_00020_100,42.518891999999994,27.375143999999999,Benzene (air),1 year day max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,95.06849315,100,95.06849315,5.22
Bulgaria,2013,2019-02-08T08:11:57.45Z,STA-BG0070A,SPO-BG0070A_05029_100,42.637191999999992,23.243864000000002,Benzo(a)pyrene in PM10 (aerosol),1 year day max,BG.BG-ExEA.AQ,ng.m-3,2013-01-01,2014-01-01,Not valid,Verified,35.61643836,100,35.61643836,1.49
Bulgaria,2013,2019-02-08T08:11:57.45Z,STA-BG0051A,SPO-BG0051A_06001_100,42.14288899999999,24.765239000000001,Particulate matter < 2.5 µm (aerosol),1 year day max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,79.17808219,100,79.17808219,193.74
Bulgaria,2013,2019-02-08T08:11:57.45Z,STA-BG0073A,SPO-BG0073A_00020_100,42.669796999999996,23.268402999999999,Benzene (air),1 year day max,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,97.53424658,100,97.53424658,11.42
Bulgaria,2013,2019-02-08T08:11:57.45Z,STA-BG0018A,SPO-BG0018A_05029_100,41.636077999999998,25.379683000000004,Benzo(a)pyrene in PM10 (aerosol),1 year day max,BG.BG-ExEA.AQ,ng.m-3,2013-01-01,2014-01-01,Not valid,Verified,33.15068493,100,33.15068493,16
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0019A,SPO-BG0019A_00001_501,43.411799999999999,24.615006000000005,Sulphur dioxide (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,194.88584475,100,194.88584475,5.157972
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0074A,SPO-BG0074A_00001_100,43.202935999999994,27.904427999999999,Sulphur dioxide (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,197.89954338,100,197.89954338,6.096203
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0063A,SPO-BG0063A_05015_100,42.510152999999995,27.468847,Nickel in PM10 (aerosol),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ng.m-3,2013-01-01,2014-01-01,Valid,Verified,82.19178082,100,82.19178082,0
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0038A,SPO-BG0038A_00005_100,43.268205999999992,26.938438999999999,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,94.52054795,100,94.52054795,38.092782
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0053R,SPO-BG0053R_05029_100,41.694341999999999,24.738078000000002,Benzo(a)pyrene in PM10 (aerosol),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ng.m-3,2013-01-01,2014-01-01,Not valid,Verified,28.49315068,100,28.49315068,0.197692
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0053R,SPO-BG0053R_00020_100,41.694341999999999,24.738078000000002,Benzene (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,84.10958904,100,84.10958904,0.179446
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0068A,SPO-BG0068A_00001_100,43.998463999999984,22.874860999999999,Sulphur dioxide (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,191.16438356,100,191.16438356,14.367004
Bulgaria,2013,2019-04-02T15:10:43.88Z,STA-BG0072A,SPO-BG0072A_05029_100,42.152642,24.750764,Benzo(a)pyrene in PM10 (aerosol),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ng.m-3,2013-01-01,2014-01-01,Not valid,Verified,33.15068493,100,33.15068493,2.522809
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0053R,SPO-BG0053R_05015_100,41.694341999999999,24.738078000000002,Nickel in PM10 (aerosol),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ng.m-3,2013-01-01,2014-01-01,Valid,Verified,97.26027397,100,97.26027397,3.392957
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0068A,SPO-BG0068A_00005_100,43.998463999999984,22.874860999999999,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Not valid,Verified,66.02739726,100,66.02739726,55.624854
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0053R,SPO-BG0053R_05012_100,41.694341999999999,24.738078000000002,Lead in PM10 (aerosol),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,97.26027397,100,97.26027397,0.001267
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0058A,SPO-BG0058A_00007_100,42.001932999999994,23.097822000000001,Ozone (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,192.28310502,100,192.28310502,57.211747
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0072A,SPO-BG0072A_00008_100,42.152642,24.750764,Nitrogen dioxide (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,197.32876712,100,197.32876712,51.503193
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0075A,SPO-BG0075A_00010_100,43.224389000000002,27.915732999999999,Carbon monoxide (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,mg.m-3,2013-01-01,2014-01-01,Valid,Verified,196.09589041,100,196.09589041,0.346549
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0025A,SPO-BG0025A_00005_100,42.708207999999992,24.177277999999998,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,94.24657534,100,94.24657534,35.872383
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0075A,SPO-BG0075A_00008_100,43.224389000000002,27.915732999999999,Nitrogen dioxide (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,196.18721461,100,196.18721461,4.436622
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0056A,SPO-BG0056A_00011_100,42.456622000000003,27.420967000000005,Hydrogen sulphide (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,99.17808219,100,99.17808219,3.849337
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0057A,SPO-BG0057A_00038_100,43.126474999999985,25.691210999999999,Nitrogen monoxide (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,195.2283105,100,195.2283105,8.839564
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0044A,SPO-BG0044A_00038_100,42.518891999999994,27.375143999999999,Nitrogen monoxide (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,191.21004566,100,191.21004566,3.894405
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0044A,SPO-BG0044A_00011_500,42.518891999999994,27.375143999999999,Hydrogen sulphide (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,98.63013699,100,98.63013699,2.731416
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0043A,SPO-BG0043A_00001_500,43.20797799999999,23.557414000000001,Sulphur dioxide (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,195.2739726,100,195.2739726,13.597214
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0050A,SPO-BG0050A_00007_500,42.680557999999991,23.296786000000001,Ozone (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,198.86986301,100,198.86986301,39.97773
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0041A,SPO-BG0041A_00008_500,42.05638299999999,25.593450000000001,Nitrogen dioxide (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,191.55251142,100,191.55251142,14.890467
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0050A,SPO-BG0050A_06001_100,42.680557999999991,23.296786000000001,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,98.08219178,100,98.08219178,30.45824
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0050A,SPO-BG0050A_00001_500,42.680557999999991,23.296786000000001,Sulphur dioxide (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,195.84474886,100,195.84474886,7.443225
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0044A,SPO-BG0044A_00008_501,42.518891999999994,27.375143999999999,Nitrogen dioxide (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,190.77625571,100,190.77625571,11.740616
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0050A,SPO-BG0050A_00008_500,42.680557999999991,23.296786000000001,Nitrogen dioxide (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,198.69863014,100,198.69863014,28.959332
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0056A,SPO-BG0056A_00007_100,42.456622000000003,27.420967000000005,Ozone (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,194.56621005,100,194.56621005,58.936026
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0070A,SPO-BG0070A_00020_100,42.637191999999992,23.243864000000002,Benzene (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,90.68493151,100,90.68493151,0.036797
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0070A,SPO-BG0070A_06011_100,42.637191999999992,23.243864000000002,"1,2,4-Trimethylbenzene (air)",Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Not valid,Verified,16.16438356,100,16.16438356,2.107627
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0070A,SPO-BG0070A_00038_100,42.637191999999992,23.243864000000002,Nitrogen monoxide (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,172.69406393,100,172.69406393,1.429264
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0055A,SPO-BG0055A_00010_100,42.432355999999999,25.637388999999999,Carbon monoxide (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,mg.m-3,2013-01-01,2014-01-01,Valid,Verified,199.7716895,100,199.7716895,1.0751
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0070A,SPO-BG0070A_05012_100,42.637191999999992,23.243864000000002,Lead in PM10 (aerosol),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,90.95890411,100,90.95890411,0.006295
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0040A,SPO-BG0040A_00001_500,42.732291999999987,23.310972,Sulphur dioxide (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,199.15525114,100,199.15525114,8.840181
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0040A,SPO-BG0040A_00007_100,42.732291999999987,23.310972,Ozone (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,199.14383562,100,199.14383562,49.90588
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0040A,SPO-BG0040A_00038_500,42.732291999999987,23.310972,Nitrogen monoxide (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,199.06392694,100,199.06392694,12.477318
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0055A,SPO-BG0055A_00038_100,42.432355999999999,25.637388999999999,Nitrogen monoxide (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,195.55936073,100,195.55936073,10.602186
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0052A,SPO-BG0052A_00005_100,42.666507999999993,23.400164,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,97.80821918,100,97.80821918,48.791316
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0073A,SPO-BG0073A_05029_100,42.669796999999996,23.268402999999999,Benzo(a)pyrene in PM10 (aerosol),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ng.m-3,2013-01-01,2014-01-01,Not valid,Verified,36.43835616,100,36.43835616,2.769774
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0072A,SPO-BG0072A_00010_100,42.152642,24.750764,Carbon monoxide (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,mg.m-3,2013-01-01,2014-01-01,Valid,Verified,197.7739726,100,197.7739726,0.930618
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0052A,SPO-BG0052A_00038_500,42.666507999999993,23.400164,Nitrogen monoxide (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,196.99771689,100,196.99771689,11.530566
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0018A,SPO-BG0018A_05029_100,41.636077999999998,25.379683000000004,Benzo(a)pyrene in PM10 (aerosol),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ng.m-3,2013-01-01,2014-01-01,Not valid,Verified,33.15068493,100,33.15068493,1.118842
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0018A,SPO-BG0018A_00001_501,41.636077999999998,25.379683000000004,Sulphur dioxide (air),Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,189.48630137,100,189.48630137,10.714202
Bulgaria,2013,2019-03-20T09:18:12.92Z,STA-BG0073A,SPO-BG0073A_06012_100,42.669796999999996,23.268402999999999,"1,2,3-Trimethylbenzene (air)",Annual mean / 1 calendar year,BG.BG-ExEA.AQ,ug.m-3,2013-01-01,2014-01-01,Not valid,Verified,14.24657534,100,14.24657534,5.785
